|id|lat|lng|lat_long|geographical_raw_data|geographical_hood_data
96|9-2-107|-34.5696|-58.473|('-34.5696', '-58.473')|{'place_id': 9693854, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 135936659, 'lat': '-34.5698592693878', 'lon': '-58.4732987061224', 'display_name': '2251, Tronador, Comuna 12, Villa Urquiza, CABA, 1430, Argentina', 'address': {'house_number': '2251', 'road': 'Tronador', 'suburb': 'Villa Urquiza', 'city': 'CABA', 'state': 'CABA', 'postcode': '1430', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.569959269388', '-34.569759269388', '-58.473398706122', '-58.473198706122']}|Villa Urquiza
97|10-3-685|-34.605415|-58.523705|('-34.605415', '-58.523705')|{'place_id': 17003610, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 305783637, 'lat': '-34.605457122449', 'lon': '-58.5236943877551', 'display_name': '4884, Pareja, Comuna 11, Villa Devoto, CABA, B1674AOA, Argentina', 'address': {'house_number': '4884', 'road': 'Pareja', 'suburb': 'Villa Devoto', 'city': 'CABA', 'state': 'CABA', 'postcode': 'B1674AOA', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.605557122449', '-34.605357122449', '-58.523794387755', '-58.523594387755']}|Villa Devoto
98|15-1-269|-34.5594987|-58.4545906|('-34.5594987', '-58.4545906')|{'place_id': 16723271, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 302164073, 'lat': '-34.5595396612245', 'lon': '-58.4546479102041', 'display_name': '2198, Arcos, Barrio Chino, Comuna 13, Belgrano, CABA, C1426ABB, Argentina', 'address': {'house_number': '2198', 'road': 'Arcos', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1426ABB', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.559639661225', '-34.559439661224', '-58.454747910204', '-58.454547910204']}|Belgrano
99|12-1-47|-34.5628202|-58.4588525|('-34.5628202', '-58.4588525')|{'place_id': 16885496, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 304160574, 'lat': '-34.5628459088025', 'lon': '-58.4588964110556', 'display_name': '2132, Amenábar, Barrio Chino, Comuna 13, Belgrano, CABA, C1428AAW, Argentina', 'address': {'house_number': '2132', 'road': 'Amenábar', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1428AAW', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.562945908803', '-34.562745908802', '-58.458996411056', '-58.458796411056']}|Belgrano
100|10-3-568|-34.557442|-58.453504|('-34.557442', '-58.453504')|{'place_id': 21967016, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 2155379896, 'lat': '-34.5574433', 'lon': '-58.4535326', 'display_name': 'Carrefour Express, 1898, Olazábal, Barrio Chino, Comuna 13, Belgrano, CABA, C1426ABC, Argentina', 'address': {'supermarket': 'Carrefour Express', 'house_number': '1898', 'road': 'Olazábal', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1426ABC', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.5575433', '-34.5573433', '-58.4536326', '-58.4534326']}|Belgrano
101|10-2-182|-34.5651|-58.462056|('-34.5651', '-58.462056')|{'place_id': 201984472, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 304166364, 'lat': '-34.5651184', 'lon': '-58.4620478903226', 'display_name': '2977, Juramento, Barrio Chino, Comuna 13, Belgrano, CABA, C1428CTF, Argentina', 'address': {'house_number': '2977', 'road': 'Juramento', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1428CTF', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.5652184', '-34.5650184', '-58.462147890323', '-58.461947890323']}|Belgrano
102|10-3-313|-34.555966|-58.450046|('-34.555966', '-58.450046')|{'place_id': 201984405, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 302164080, 'lat': '-34.5559778529412', 'lon': '-58.4500540411765', 'display_name': '2239, Montañeses, Barrio Chino, Comuna 13, Belgrano, CABA, C1426ABB, Argentina', 'address': {'house_number': '2239', 'road': 'Montañeses', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1426ABB', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.556077852941', '-34.555877852941', '-58.450154041177', '-58.449954041176']}|Belgrano
103|15-1-449|-34.5623559|-58.4573105|('-34.5623559', '-58.4573105')|{'place_id': 16889449, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 304166350, 'lat': '-34.562316577551', 'lon': '-58.4573423591837', 'display_name': '2459, Juramento, Barrio Chino, Comuna 13, Belgrano, CABA, 1428, Argentina', 'address': {'house_number': '2459', 'road': 'Juramento', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': '1428', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.562416577551', '-34.562216577551', '-58.457442359184', '-58.457242359184']}|Belgrano
104|10-3-322|-34.593274|-58.502323|('-34.593274', '-58.502323')|{'place_id': 9680337, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 135481517, 'lat': '-34.5931931959184', 'lon': '-58.5023797', 'display_name': '3207, Avenida Salvador María del Carril, Comuna 11, Villa Pueyrredón, CABA, 1419, Argentina', 'address': {'house_number': '3207', 'road': 'Avenida Salvador María del Carril', 'suburb': 'Villa Pueyrredón', 'city': 'CABA', 'state': 'CABA', 'postcode': '1419', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.593293195918', '-34.593093195918', '-58.5024797', '-58.5022797']}|Villa Pueyrredón
105|10-3-426|-34.557692|-58.448568|('-34.557692', '-58.448568')|{'place_id': 16723210, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 302164067, 'lat': '-34.5576932979592', 'lon': '-58.4485690714286', 'display_name': '2067, Montañeses, Barrio Chino, Comuna 13, Belgrano, CABA, C1426ABB, Argentina', 'address': {'house_number': '2067', 'road': 'Montañeses', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1426ABB', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.557793297959', '-34.557593297959', '-58.448669071429', '-58.448469071429']}|Belgrano
106|15-1-365|-34.5873745|-58.4927966|('-34.5873745', '-58.4927966')|{'place_id': 9680053, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 135481483, 'lat': '-34.5874428142857', 'lon': '-58.4927614265306', 'display_name': '2424, Avenida Salvador María del Carril, Barrio Albarellos, Comuna 12, Agronomía, CABA, C1419HTH, Argentina', 'address': {'house_number': '2424', 'road': 'Avenida Salvador María del Carril', 'neighbourhood': 'Barrio Albarellos', 'suburb': 'Agronomía', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1419HTH', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.587542814286', '-34.587342814286', '-58.492861426531', '-58.492661426531']}|Agronomía
107|9-2-38|-34.5622|-58.4546|('-34.5622', '-58.4546')|{'place_id': 16612778, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 301179442, 'lat': '-34.5621087285714', 'lon': '-58.4546459285714', 'display_name': '2275, Echeverría, Barrio Chino, Comuna 13, Belgrano, CABA, C1426ABC, Argentina', 'address': {'house_number': '2275', 'road': 'Echeverría', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1426ABC', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.562208728571', '-34.562008728571', '-58.454745928571', '-58.454545928571']}|Belgrano
108|10-3-351|-34.560973|-58.452616|('-34.560973', '-58.452616')|{'place_id': 16612447, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 301179399, 'lat': '-34.5609600272727', 'lon': '-58.4526230333333', 'display_name': '2057, Echeverría, Barrio Chino, Comuna 13, Belgrano, CABA, C1426ABP, Argentina', 'address': {'house_number': '2057', 'road': 'Echeverría', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1426ABP', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.561060027273', '-34.560860027273', '-58.452723033333', '-58.452523033333']}|Belgrano
109|3-1-36|-34.599622|-58.5103|('-34.599622', '-58.5103')|{'place_id': 17001784, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 305767916, 'lat': '-34.5996930772727', 'lon': '-58.5103099090909', 'display_name': '3978, Avenida Lincoln, Comuna 11, Villa Devoto, CABA, 1429, Argentina', 'address': {'house_number': '3978', 'road': 'Avenida Lincoln', 'suburb': 'Villa Devoto', 'city': 'CABA', 'state': 'CABA', 'postcode': '1429', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.599793077273', '-34.599593077273', '-58.510409909091', '-58.510209909091']}|Villa Devoto
110|9-2-12|-34.5609|-58.452|('-34.5609', '-58.452')|"{'place_id': 16722849, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 302164030, 'lat': '-34.5608572', 'lon': '-58.4519569836735', 'display_name': ""1995, O'Higgins, Barrio Chino, Comuna 13, Belgrano, CABA, C1426ABB, Argentina"", 'address': {'house_number': '1995', 'road': ""O'Higgins"", 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1426ABB', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.5609572', '-34.5607572', '-58.452056983674', '-58.451856983673']}"|Belgrano
111|15-1-407|-34.5637332|-58.4567305|('-34.5637332', '-58.4567305')|{'place_id': 16886696, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 304160744, 'lat': '-34.5637605244898', 'lon': '-58.4567650367347', 'display_name': '1990, Ciudad de la Paz, Barrio Chino, Comuna 13, Belgrano, CABA, C1428CPD, Argentina', 'address': {'house_number': '1990', 'road': 'Ciudad de la Paz', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1428CPD', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.56386052449', '-34.56366052449', '-58.456865036735', '-58.456665036735']}|Belgrano
112|15-1-479|-34.5768964|-58.475887|('-34.5768964', '-58.475887')|{'place_id': 16959179, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 305040737, 'lat': '-34.5768545306122', 'lon': '-58.475853922449', 'display_name': '2435, Avenida Álvarez Thomas, Comuna 12, Villa Ortúzar, CABA, C1431FBB, Argentina', 'address': {'house_number': '2435', 'road': 'Avenida Álvarez Thomas', 'suburb': 'Villa Ortúzar', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1431FBB', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.576954530612', '-34.576754530612', '-58.475953922449', '-58.475753922449']}|Villa Ortúzar
113|15-1-316|-34.5911227|-58.4978318|('-34.5911227', '-58.4978318')|{'place_id': 9676045, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 135481013, 'lat': '-34.5911651020408', 'lon': '-58.497868944898', 'display_name': '4042, Avenida Nazca, Barrio Albarellos, Comuna 12, Agronomía, CABA, C1419HTH, Argentina', 'address': {'house_number': '4042', 'road': 'Avenida Nazca', 'neighbourhood': 'Barrio Albarellos', 'suburb': 'Agronomía', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1419HTH', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.591265102041', '-34.591065102041', '-58.497968944898', '-58.497768944898']}|Agronomía
114|10-3-310|-34.600568|-58.511327|('-34.600568', '-58.511327')|{'place_id': 177116669, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 471175604, 'lat': '-34.60054605', 'lon': '-58.5114524', 'display_name': 'Express, Avenida Chivilcoy, Comuna 11, Villa Devoto, CABA, C1419ICG, Argentina', 'address': {'post_office': 'Express', 'road': 'Avenida Chivilcoy', 'suburb': 'Villa Devoto', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1419ICG', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.6006249', '-34.6004672', '-58.5115572', '-58.5113476']}|Villa Devoto
115|19-1-00818|-34.5515|-58.43738|('-34.5515', '-58.43738')|{'place_id': 135645245, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 250067043, 'lat': '-34.5515312', 'lon': '-58.4374019303275', 'display_name': 'YPF, Senderos para ciclistas, Bajo Belgrano, Comuna 13, Belgrano, CABA, C1428CW, Argentina', 'address': {'shop': 'YPF', 'cycleway': 'Senderos para ciclistas', 'neighbourhood': 'Bajo Belgrano', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1428CW', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.5519513', '-34.5510951', '-58.4378582', '-58.4370603']}|Belgrano
116|10-3-592|-34.557057|-58.445842|('-34.557057', '-58.445842')|{'place_id': 19431663, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 412560555, 'lat': '-34.5571125', 'lon': '-58.4458296', 'display_name': '2000, Migueletes, Bajo Belgrano, Comuna 13, Belgrano, CABA, C1426DQG, Argentina', 'address': {'house_number': '2000', 'road': 'Migueletes', 'neighbourhood': 'Bajo Belgrano', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1426DQG', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.5572125', '-34.5570125', '-58.4459296', '-58.4457296']}|Belgrano
117|15-1-294|-34.5582289|-58.4482183|('-34.5582289', '-58.4482183')|{'place_id': 16722890, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 302164034, 'lat': '-34.5582629326531', 'lon': '-58.4482641653061', 'display_name': '2006, Montañeses, Barrio Chino, Comuna 13, Belgrano, CABA, C1426ABB, Argentina', 'address': {'house_number': '2006', 'road': 'Montañeses', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1426ABB', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.558362932653', '-34.558162932653', '-58.448364165306', '-58.448164165306']}|Belgrano
118|9-2-14|-34.5608|-58.4499|('-34.5608', '-58.4499')|{'place_id': 16613196, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 301182589, 'lat': '-34.5607899367347', 'lon': '-58.4498964979592', 'display_name': '1833, Mariscal Antonio José de Sucre, Barrio Chino, Comuna 13, Belgrano, CABA, C1426ABC, Argentina', 'address': {'house_number': '1833', 'road': 'Mariscal Antonio José de Sucre', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1426ABC', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.560889936735', '-34.560689936735', '-58.449996497959', '-58.449796497959']}|Belgrano
119|10-3-320|-34.564492|-58.455869|('-34.564492', '-58.455869')|{'place_id': 16889480, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 304166354, 'lat': '-34.5644715142857', 'lon': '-58.4558828204082', 'display_name': '2496, Mariscal Antonio José de Sucre, Barrio Chino, Comuna 13, Belgrano, CABA, C1428CPD, Argentina', 'address': {'house_number': '2496', 'road': 'Mariscal Antonio José de Sucre', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1428CPD', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.564571514286', '-34.564371514286', '-58.455982820408', '-58.455782820408']}|Belgrano
120|15-1-65|-34.5795557|-58.4770438|('-34.5795557', '-58.4770438')|{'place_id': 9692729, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 135936511, 'lat': '-34.5794925857143', 'lon': '-58.4770228653061', 'display_name': '3991, Avenida Triunvirato, Comuna 12, Parque Chas, CABA, C1431FBB, Argentina', 'address': {'house_number': '3991', 'road': 'Avenida Triunvirato', 'suburb': 'Parque Chas', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1431FBB', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.579592585714', '-34.579392585714', '-58.477122865306', '-58.476922865306']}|Parque Chas
121|10-3-721|-34.561609|-58.449967|('-34.561609', '-58.449967')|{'place_id': 16722915, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 302164037, 'lat': '-34.5616200918919', 'lon': '-58.4499706297297', 'display_name': '1855, 3 de Febrero, Barrio Chino, Comuna 13, Belgrano, CABA, C1426ABB, Argentina', 'address': {'house_number': '1855', 'road': '3 de Febrero', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1426ABB', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.561720091892', '-34.561520091892', '-58.45007062973', '-58.44987062973']}|Belgrano
122|10-3-586|-34.59579|-58.500059|('-34.59579', '-58.500059')|{'place_id': 10745766, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 174174312, 'lat': '-34.5958887081633', 'lon': '-58.5000930510204', 'display_name': '5928, Avenida San Martín, Comuna 11, Villa Devoto, CABA, C1419HTH, Argentina', 'address': {'house_number': '5928', 'road': 'Avenida San Martín', 'suburb': 'Villa Devoto', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1419HTH', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.595988708163', '-34.595788708163', '-58.50019305102', '-58.49999305102']}|Villa Devoto
123|23-1-6228|-34.6159|-58.5301|('-34.6159', '-58.5301')|{'place_id': 17036155, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 305930559, 'lat': '-34.615916144898', 'lon': '-58.530098', 'display_name': '2798, Espronceda, Comuna 10, Villa Real, CABA, C1419IAD, Argentina', 'address': {'house_number': '2798', 'road': 'Espronceda', 'suburb': 'Comuna 10', 'city_district': 'Villa Real', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1419IAD', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.616016144898', '-34.615816144898', '-58.530198', '-58.529998']}|Comuna 10
124|10-3-361|-34.567226|-58.456531|('-34.567226', '-58.456531')|{'place_id': 16885776, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 304160612, 'lat': '-34.5672157530612', 'lon': '-58.4565100408163', 'display_name': '1708, Moldes, Barrio Chino, Comuna 13, Belgrano, CABA, C1428CPD, Argentina', 'address': {'house_number': '1708', 'road': 'Moldes', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1428CPD', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.567315753061', '-34.567115753061', '-58.456610040816', '-58.456410040816']}|Belgrano
125|15-1-410|-34.6119685|-58.5279779|('-34.6119685', '-58.5279779')|{'place_id': 17034894, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 305930018, 'lat': '-34.6120032958333', 'lon': '-58.5280079458333', 'display_name': '3474, Avenida Lope de Vega, Comuna 10, Villa Real, CABA, C1419IAD, Argentina', 'address': {'house_number': '3474', 'road': 'Avenida Lope de Vega', 'suburb': 'Comuna 10', 'city_district': 'Villa Real', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1419IAD', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.612103295833', '-34.611903295833', '-58.528107945833', '-58.527907945833']}|Comuna 10
126|10-3-671|-34.565978|-58.45841|('-34.565978', '-58.45841')|{'place_id': 16889063, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 304166306, 'lat': '-34.565979322449', 'lon': '-58.4584175204082', 'display_name': '2778, Mariscal Antonio José de Sucre, Barrio Chino, Comuna 13, Belgrano, CABA, C1428CPD, Argentina', 'address': {'house_number': '2778', 'road': 'Mariscal Antonio José de Sucre', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1428CPD', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.566079322449', '-34.565879322449', '-58.458517520408', '-58.458317520408']}|Belgrano
127|10-3-716|-34.553982|-58.436642|('-34.553982', '-58.436642')|{'place_id': 19430672, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 412553642, 'lat': '-34.5540019387755', 'lon': '-58.4366645122449', 'display_name': '1824, Castañeda, Bajo Belgrano, Comuna 13, Belgrano, CABA, C1428EHA, Argentina', 'address': {'house_number': '1824', 'road': 'Castañeda', 'neighbourhood': 'Bajo Belgrano', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1428EHA', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.554101938776', '-34.553901938775', '-58.436764512245', '-58.436564512245']}|Belgrano
128|3-1-599|-34.56902|-58.457493|('-34.56902', '-58.457493')|{'place_id': 16036179, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 292667057, 'lat': '-34.5689175', 'lon': '-58.4573815', 'display_name': '2859, Virrey Del Pino, Barrio Chino, Comuna 13, Colegiales, CABA, C1426ABC, Argentina', 'address': {'house_number': '2859', 'road': 'Virrey Del Pino', 'neighbourhood': 'Barrio Chino', 'suburb': 'Colegiales', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1426ABC', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.5690175', '-34.5688175', '-58.4574815', '-58.4572815']}|Colegiales
129|9-2-237|-34.6002|-58.504|('-34.6002', '-58.504')|{'place_id': 16989485, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 305652017, 'lat': '-34.6001650571429', 'lon': '-58.5039663755102', 'display_name': '3551, Emilio Lamarca, Comuna 11, Villa Devoto, CABA, 1417, Argentina', 'address': {'house_number': '3551', 'road': 'Emilio Lamarca', 'suburb': 'Villa Devoto', 'city': 'CABA', 'state': 'CABA', 'postcode': '1417', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.600265057143', '-34.600065057143', '-58.50406637551', '-58.50386637551']}|Villa Devoto
130|9-2-977|-34.5646|-58.4517|('-34.5646', '-58.4517')|{'place_id': 16723014, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 302164046, 'lat': '-34.5645913489796', 'lon': '-58.4517034653061', 'display_name': '1706, Cuba, Barrio Chino, Comuna 13, Belgrano, CABA, C1426ABB, Argentina', 'address': {'house_number': '1706', 'road': 'Cuba', 'neighbourhood': 'Barrio Chino', 'suburb': 'Belgrano', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1426ABB', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.56469134898', '-34.56449134898', '-58.451803465306', '-58.451603465306']}|Belgrano
131|10-3-674|-34.567072|-58.454065|('-34.567072', '-58.454065')|{'place_id': 16036301, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 292667071, 'lat': '-34.5670244853333', 'lon': '-58.454090656', 'display_name': '2443, Virrey Del Pino, Barrio Chino, Comuna 13, Colegiales, CABA, C1426ABC, Argentina', 'address': {'house_number': '2443', 'road': 'Virrey Del Pino', 'neighbourhood': 'Barrio Chino', 'suburb': 'Colegiales', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1426ABC', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.567124485333', '-34.566924485333', '-58.454190656', '-58.453990656']}|Colegiales
132|15-1-5211|-34.6106075|-58.5195352|('-34.6106075', '-58.5195352')|{'place_id': 17035150, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 305930048, 'lat': '-34.610522', 'lon': '-58.519593', 'display_name': '3402, Quevedo, Comuna 11, Villa Devoto, CABA, C1417BSY, Argentina', 'address': {'house_number': '3402', 'road': 'Quevedo', 'suburb': 'Villa Devoto', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1417BSY', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.610622', '-34.610422', '-58.519693', '-58.519493']}|Villa Devoto
133|10-2-515|-34.6132|-58.523415|('-34.6132', '-58.523415')|{'place_id': 17399805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 316457077, 'lat': '-34.6132042857143', 'lon': '-58.5234142040816', 'display_name': '3182, Calderón de la Barca, Comuna 11, Villa Devoto, CABA, C1419IAD, Argentina', 'address': {'house_number': '3182', 'road': 'Calderón de la Barca', 'suburb': 'Villa Devoto', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1419IAD', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.613304285714', '-34.613104285714', '-58.523514204082', '-58.523314204082']}|Villa Devoto
